alert_id,vehicle_id,alert_date,alert_type,severity,resolved,fault_code,alert_year,alert_month,status
337,VH283,2021-06-18,Battery Low,HIGH,0,P0217,2021,6,Open
338,VH247,2021-06-18,Abs Fault,LOW,1,P0300,2021,6,Resolved
339,VH073,2021-06-19,Engine Warning,LOW,1,B0020,2021,6,Resolved
340,VH449,2021-06-19,Brake Wear,MEDIUM,1,UNKNOWN,2021,6,Resolved
341,VH476,2021-06-20,Brake Wear,MEDIUM,0,P0300,2021,6,Open
342,VH332,2021-06-20,Engine Warning,HIGH,0,P0300,2021,6,Open
343,VH320,2021-06-21,Engine Warning,MEDIUM,1,P0300,2021,6,Resolved
344,VH049,2021-06-21,Engine Warning,MEDIUM,1,P0300,2021,6,Resolved
345,VH208,2021-06-22,Abs Fault,HIGH,1,UNKNOWN,2021,6,Resolved
346,VH369,2021-06-22,Engine Warning,MEDIUM,0,P0300,2021,6,Open
347,VH455,2021-06-23,Oil Level Low,MEDIUM,1,UNKNOWN,2021,6,Resolved
348,VH250,2021-06-23,Brake Wear,LOW,0,C0031,2021,6,Open
349,VH163,2021-06-24,Abs Fault,MEDIUM,1,P0300,2021,6,Resolved
350,VH441,2021-06-24,Abs Fault,MEDIUM,1,P0217,2021,6,Resolved
351,VH169,2021-06-25,Oil Level Low,HIGH,1,UNKNOWN,2021,6,Resolved
352,VH407,2021-06-25,Oil Level Low,MEDIUM,1,B0020,2021,6,Resolved
353,VH035,2021-06-26,Battery Low,MEDIUM,1,P0420,2021,6,Resolved
354,VH080,2021-06-26,Brake Wear,LOW,0,P0420,2021,6,Open
355,VH304,2021-06-27,Brake Wear,MEDIUM,0,C0031,2021,6,Open
356,VH170,2021-06-27,Abs Fault,MEDIUM,1,UNKNOWN,2021,6,Resolved
357,VH456,2021-06-28,Brake Wear,MEDIUM,1,P0300,2021,6,Resolved
358,VH240,2021-06-28,Brake Wear,LOW,1,P0217,2021,6,Resolved
359,VH336,2021-06-29,Engine Warning,MEDIUM,0,P0420,2021,6,Open
360,VH262,2021-06-29,Overheating,HIGH,1,P0300,2021,6,Resolved
361,VH356,2021-06-30,Battery Low,LOW,0,P0420,2021,6,Open
362,VH376,2021-06-30,Battery Low,MEDIUM,1,P0420,2021,6,Resolved
363,VH351,2021-07-01,Engine Warning,LOW,0,P0300,2021,7,Open
364,VH111,2021-07-01,Oil Level Low,HIGH,0,B0020,2021,7,Open
365,VH092,2021-07-02,Overheating,LOW,1,B0020,2021,7,Resolved
366,VH291,2021-07-02,Battery Low,HIGH,0,C0031,2021,7,Open
367,VH273,2021-07-03,Oil Level Low,LOW,0,P0217,2021,7,Open
368,VH175,2021-07-03,Brake Wear,LOW,1,P0300,2021,7,Resolved
369,VH286,2021-07-04,Abs Fault,HIGH,1,P0420,2021,7,Resolved
370,VH244,2021-07-04,Overheating,HIGH,0,B0020,2021,7,Open
371,VH009,2021-07-05,Overheating,LOW,1,P0217,2021,7,Resolved
372,VH279,2021-07-05,Abs Fault,HIGH,1,UNKNOWN,2021,7,Resolved
373,VH045,2021-07-06,Brake Wear,LOW,1,P0217,2021,7,Resolved
374,VH065,2021-07-06,Battery Low,HIGH,1,P0300,2021,7,Resolved
375,VH140,2021-07-07,Overheating,MEDIUM,1,P0300,2021,7,Resolved
376,VH337,2021-07-07,Engine Warning,HIGH,1,P0300,2021,7,Resolved
377,VH174,2021-07-08,Engine Warning,LOW,1,B0020,2021,7,Resolved
378,VH161,2021-07-08,Engine Warning,MEDIUM,1,C0031,2021,7,Resolved
379,VH128,2021-07-09,Abs Fault,MEDIUM,0,C0031,2021,7,Open
380,VH278,2021-07-09,Overheating,HIGH,1,C0031,2021,7,Resolved
381,VH010,2021-07-10,Battery Low,MEDIUM,1,P0217,2021,7,Resolved
382,VH346,2021-07-10,Abs Fault,MEDIUM,1,UNKNOWN,2021,7,Resolved
383,VH398,2021-07-11,Oil Level Low,HIGH,0,B0020,2021,7,Open
384,VH217,2021-07-11,Battery Low,LOW,1,P0300,2021,7,Resolved
385,VH495,2021-07-12,Oil Level Low,HIGH,1,P0300,2021,7,Resolved
386,VH139,2021-07-12,Overheating,MEDIUM,0,P0420,2021,7,Open
387,VH403,2021-07-13,Brake Wear,MEDIUM,0,P0420,2021,7,Open
388,VH235,2021-07-13,Oil Level Low,HIGH,1,P0420,2021,7,Resolved
389,VH307,2021-07-14,Oil Level Low,HIGH,1,P0217,2021,7,Resolved
390,VH028,2021-07-14,Battery Low,MEDIUM,0,C0031,2021,7,Open
391,VH283,2021-07-15,Overheating,MEDIUM,1,B0020,2021,7,Resolved
392,VH247,2021-07-15,Battery Low,LOW,1,C0031,2021,7,Resolved
393,VH395,2021-07-16,Overheating,MEDIUM,0,UNKNOWN,2021,7,Open
394,VH150,2021-07-16,Oil Level Low,LOW,1,P0420,2021,7,Resolved
395,VH153,2021-07-17,Brake Wear,HIGH,1,C0031,2021,7,Resolved
396,VH478,2021-07-17,Abs Fault,HIGH,0,UNKNOWN,2021,7,Open
397,VH275,2021-07-18,Overheating,HIGH,1,P0420,2021,7,Resolved
398,VH448,2021-07-18,Oil Level Low,LOW,1,C0031,2021,7,Resolved
399,VH423,2021-07-19,Abs Fault,LOW,1,C0031,2021,7,Resolved
400,VH263,2021-07-19,Abs Fault,MEDIUM,0,C0031,2021,7,Open
401,VH249,2021-07-20,Brake Wear,MEDIUM,1,UNKNOWN,2021,7,Resolved
402,VH390,2021-07-20,Battery Low,MEDIUM,0,UNKNOWN,2021,7,Open
403,VH137,2021-07-21,Battery Low,LOW,1,P0420,2021,7,Resolved
404,VH118,2021-07-21,Overheating,HIGH,1,P0217,2021,7,Resolved
405,VH402,2021-07-22,Overheating,LOW,1,P0420,2021,7,Resolved
406,VH415,2021-07-22,Overheating,HIGH,0,B0020,2021,7,Open
407,VH198,2021-07-23,Battery Low,HIGH,1,UNKNOWN,2021,7,Resolved
408,VH318,2021-07-23,Overheating,MEDIUM,0,P0420,2021,7,Open
409,VH317,2021-07-24,Oil Level Low,MEDIUM,0,C0031,2021,7,Open
410,VH174,2021-07-24,Abs Fault,MEDIUM,1,P0300,2021,7,Resolved
411,VH245,2021-07-25,Engine Warning,HIGH,1,P0300,2021,7,Resolved
412,VH342,2021-07-25,Engine Warning,LOW,0,C0031,2021,7,Open
413,VH009,2021-07-26,Overheating,LOW,1,P0217,2021,7,Resolved
414,VH479,2021-07-26,Oil Level Low,MEDIUM,1,P0217,2021,7,Resolved
415,VH022,2021-07-27,Oil Level Low,HIGH,1,P0420,2021,7,Resolved
416,VH309,2021-07-27,Oil Level Low,HIGH,0,P0420,2021,7,Open
417,VH277,2021-07-28,Abs Fault,LOW,1,P0300,2021,7,Resolved
418,VH419,2021-07-28,Brake Wear,MEDIUM,1,C0031,2021,7,Resolved
419,VH255,2021-07-29,Abs Fault,MEDIUM,1,C0031,2021,7,Resolved
420,VH413,2021-07-29,Oil Level Low,LOW,1,P0420,2021,7,Resolved
421,VH085,2021-07-30,Battery Low,HIGH,1,B0020,2021,7,Resolved
422,VH053,2021-07-30,Battery Low,LOW,0,UNKNOWN,2021,7,Open
423,VH062,2021-07-31,Oil Level Low,MEDIUM,0,P0420,2021,7,Open
424,VH186,2021-07-31,Engine Warning,MEDIUM,1,UNKNOWN,2021,7,Resolved
425,VH061,2021-08-01,Brake Wear,MEDIUM,1,P0420,2021,8,Resolved
426,VH163,2021-08-01,Abs Fault,LOW,1,P0217,2021,8,Resolved
427,VH343,2021-08-02,Battery Low,HIGH,1,UNKNOWN,2021,8,Resolved
428,VH424,2021-08-02,Battery Low,HIGH,1,P0420,2021,8,Resolved
429,VH492,2021-08-03,Battery Low,HIGH,1,P0420,2021,8,Resolved
430,VH471,2021-08-03,Abs Fault,HIGH,1,B0020,2021,8,Resolved
431,VH082,2021-08-04,Brake Wear,MEDIUM,1,P0300,2021,8,Resolved
432,VH059,2021-08-04,Oil Level Low,HIGH,0,P0300,2021,8,Open
433,VH343,2021-08-05,Brake Wear,HIGH,0,P0420,2021,8,Open
434,VH257,2021-08-05,Oil Level Low,MEDIUM,1,C0031,2021,8,Resolved
435,VH499,2021-08-06,Overheating,MEDIUM,1,P0420,2021,8,Resolved
436,VH172,2021-08-06,Battery Low,MEDIUM,1,P0217,2021,8,Resolved
437,VH058,2021-08-07,Abs Fault,HIGH,1,B0020,2021,8,Resolved
438,VH212,2021-08-07,Engine Warning,HIGH,1,P0420,2021,8,Resolved
439,VH182,2021-08-08,Brake Wear,LOW,0,P0300,2021,8,Open
440,VH208,2021-08-08,Abs Fault,MEDIUM,0,P0420,2021,8,Open
441,VH393,2021-08-09,Brake Wear,LOW,1,UNKNOWN,2021,8,Resolved
442,VH281,2021-08-09,Abs Fault,MEDIUM,0,B0020,2021,8,Open
443,VH422,2021-08-10,Battery Low,MEDIUM,1,B0020,2021,8,Resolved
444,VH409,2021-08-10,Battery Low,MEDIUM,1,C0031,2021,8,Resolved
445,VH486,2021-08-11,Abs Fault,HIGH,0,C0031,2021,8,Open
446,VH007,2021-08-11,Engine Warning,MEDIUM,0,C0031,2021,8,Open
447,VH430,2021-08-12,Engine Warning,MEDIUM,0,UNKNOWN,2021,8,Open
448,VH336,2021-08-12,Battery Low,MEDIUM,0,P0300,2021,8,Open
449,VH118,2021-08-13,Abs Fault,MEDIUM,1,P0217,2021,8,Resolved
450,VH035,2021-08-13,Oil Level Low,HIGH,1,P0300,2021,8,Resolved
451,VH095,2021-08-14,Battery Low,MEDIUM,1,B0020,2021,8,Resolved
452,VH445,2021-08-14,Engine Warning,LOW,1,UNKNOWN,2021,8,Resolved
453,VH001,2021-08-15,Battery Low,MEDIUM,0,P0420,2021,8,Open
454,VH404,2021-08-15,Engine Warning,MEDIUM,0,C0031,2021,8,Open
455,VH241,2021-08-16,Overheating,HIGH,0,P0300,2021,8,Open
456,VH442,2021-08-16,Oil Level Low,LOW,1,B0020,2021,8,Resolved
457,VH219,2021-08-17,Abs Fault,MEDIUM,1,B0020,2021,8,Resolved
458,VH449,2021-08-17,Engine Warning,LOW,1,P0217,2021,8,Resolved
459,VH293,2021-08-18,Abs Fault,HIGH,1,P0300,2021,8,Resolved
460,VH408,2021-08-18,Brake Wear,MEDIUM,0,P0420,2021,8,Open
461,VH113,2021-08-19,Brake Wear,MEDIUM,1,B0020,2021,8,Resolved
462,VH133,2021-08-19,Abs Fault,MEDIUM,0,P0217,2021,8,Open
463,VH395,2021-08-20,Oil Level Low,HIGH,0,UNKNOWN,2021,8,Open
464,VH376,2021-08-20,Oil Level Low,MEDIUM,1,B0020,2021,8,Resolved
465,VH419,2021-08-21,Brake Wear,MEDIUM,0,P0217,2021,8,Open
466,VH029,2021-08-21,Abs Fault,HIGH,1,B0020,2021,8,Resolved
467,VH374,2021-08-22,Abs Fault,LOW,1,P0420,2021,8,Resolved
468,VH151,2021-08-22,Abs Fault,HIGH,1,UNKNOWN,2021,8,Resolved
469,VH458,2021-08-23,Abs Fault,HIGH,0,B0020,2021,8,Open
470,VH478,2021-08-23,Abs Fault,HIGH,0,UNKNOWN,2021,8,Open
471,VH223,2021-08-24,Overheating,MEDIUM,1,UNKNOWN,2021,8,Resolved
472,VH408,2021-08-24,Overheating,HIGH,1,C0031,2021,8,Resolved
473,VH078,2021-08-25,Engine Warning,LOW,0,P0420,2021,8,Open
474,VH371,2021-08-25,Oil Level Low,MEDIUM,0,P0420,2021,8,Open
475,VH125,2021-08-26,Brake Wear,MEDIUM,1,P0217,2021,8,Resolved
476,VH331,2021-08-26,Abs Fault,MEDIUM,0,P0217,2021,8,Open
477,VH321,2021-08-27,Abs Fault,MEDIUM,0,P0300,2021,8,Open
478,VH172,2021-08-27,Oil Level Low,LOW,1,P0300,2021,8,Resolved
479,VH410,2021-08-28,Brake Wear,LOW,0,UNKNOWN,2021,8,Open
480,VH184,2021-08-28,Brake Wear,MEDIUM,1,UNKNOWN,2021,8,Resolved
481,VH020,2021-08-29,Engine Warning,MEDIUM,1,P0420,2021,8,Resolved
482,VH322,2021-08-29,Oil Level Low,MEDIUM,1,B0020,2021,8,Resolved
483,VH033,2021-08-30,Overheating,LOW,0,C0031,2021,8,Open
484,VH431,2021-08-30,Oil Level Low,MEDIUM,1,B0020,2021,8,Resolved
485,VH493,2021-08-31,Brake Wear,LOW,0,UNKNOWN,2021,8,Open
486,VH301,2021-08-31,Overheating,MEDIUM,1,UNKNOWN,2021,8,Resolved
487,VH173,2021-09-01,Brake Wear,MEDIUM,1,P0420,2021,9,Resolved
488,VH209,2021-09-01,Oil Level Low,MEDIUM,1,P0217,2021,9,Resolved
489,VH198,2021-09-02,Brake Wear,MEDIUM,1,P0300,2021,9,Resolved
490,VH268,2021-09-02,Abs Fault,HIGH,0,UNKNOWN,2021,9,Open
491,VH207,2021-09-03,Battery Low,MEDIUM,1,C0031,2021,9,Resolved
492,VH312,2021-09-03,Overheating,LOW,1,P0217,2021,9,Resolved
493,VH323,2021-09-04,Abs Fault,MEDIUM,0,P0420,2021,9,Open
494,VH406,2021-09-04,Engine Warning,LOW,0,C0031,2021,9,Open
495,VH422,2021-09-05,Battery Low,HIGH,1,UNKNOWN,2021,9,Resolved
496,VH341,2021-09-05,Abs Fault,MEDIUM,1,C0031,2021,9,Resolved
497,VH227,2021-09-06,Brake Wear,LOW,1,P0300,2021,9,Resolved
498,VH364,2021-09-06,Oil Level Low,HIGH,1,C0031,2021,9,Resolved
499,VH043,2021-09-07,Brake Wear,HIGH,0,P0420,2021,9,Open
500,VH091,2021-09-07,Engine Warning,LOW,1,P0300,2021,9,Resolved
501,VH390,2021-09-08,Oil Level Low,MEDIUM,1,P0420,2021,9,Resolved
502,VH395,2021-09-08,Overheating,MEDIUM,1,C0031,2021,9,Resolved
503,VH017,2021-09-09,Overheating,HIGH,1,UNKNOWN,2021,9,Resolved
504,VH228,2021-09-09,Brake Wear,MEDIUM,1,P0420,2021,9,Resolved
505,VH223,2021-09-10,Battery Low,MEDIUM,0,P0217,2021,9,Open
506,VH107,2021-09-10,Oil Level Low,MEDIUM,1,C0031,2021,9,Resolved
507,VH397,2021-09-11,Abs Fault,HIGH,1,UNKNOWN,2021,9,Resolved
508,VH176,2021-09-11,Battery Low,MEDIUM,1,B0020,2021,9,Resolved
509,VH221,2021-09-12,Brake Wear,MEDIUM,1,B0020,2021,9,Resolved
510,VH422,2021-09-12,Abs Fault,HIGH,0,P0217,2021,9,Open
511,VH340,2021-09-13,Abs Fault,MEDIUM,0,B0020,2021,9,Open
512,VH294,2021-09-13,Oil Level Low,MEDIUM,1,B0020,2021,9,Resolved
513,VH305,2021-09-14,Overheating,LOW,1,P0300,2021,9,Resolved
514,VH099,2021-09-14,Overheating,LOW,0,UNKNOWN,2021,9,Open
515,VH231,2021-09-15,Brake Wear,LOW,0,UNKNOWN,2021,9,Open
516,VH321,2021-09-15,Oil Level Low,HIGH,1,P0420,2021,9,Resolved
517,VH364,2021-09-16,Abs Fault,MEDIUM,1,UNKNOWN,2021,9,Resolved
518,VH306,2021-09-16,Brake Wear,HIGH,0,C0031,2021,9,Open
519,VH013,2021-09-17,Overheating,HIGH,1,UNKNOWN,2021,9,Resolved
520,VH347,2021-09-17,Abs Fault,MEDIUM,1,B0020,2021,9,Resolved
521,VH131,2021-09-18,Abs Fault,HIGH,1,C0031,2021,9,Resolved
522,VH212,2021-09-18,Engine Warning,HIGH,1,P0217,2021,9,Resolved
523,VH028,2021-09-19,Battery Low,LOW,1,B0020,2021,9,Resolved
524,VH326,2021-09-19,Brake Wear,HIGH,1,P0300,2021,9,Resolved
525,VH430,2021-09-20,Abs Fault,LOW,0,C0031,2021,9,Open
526,VH302,2021-09-20,Engine Warning,LOW,0,P0217,2021,9,Open
527,VH137,2021-09-21,Overheating,LOW,1,P0300,2021,9,Resolved
528,VH446,2021-09-21,Brake Wear,HIGH,1,UNKNOWN,2021,9,Resolved
529,VH301,2021-09-22,Overheating,LOW,0,UNKNOWN,2021,9,Open
530,VH161,2021-09-22,Overheating,MEDIUM,1,P0420,2021,9,Resolved
531,VH004,2021-09-23,Brake Wear,MEDIUM,1,P0217,2021,9,Resolved
532,VH397,2021-09-23,Engine Warning,MEDIUM,1,P0300,2021,9,Resolved
533,VH052,2021-09-24,Brake Wear,HIGH,0,C0031,2021,9,Open
534,VH166,2021-09-24,Abs Fault,HIGH,1,P0300,2021,9,Resolved
535,VH321,2021-09-25,Overheating,LOW,1,P0217,2021,9,Resolved
536,VH302,2021-09-25,Oil Level Low,MEDIUM,0,P0420,2021,9,Open
537,VH473,2021-09-26,Overheating,HIGH,0,P0420,2021,9,Open
538,VH385,2021-09-26,Abs Fault,MEDIUM,1,P0217,2021,9,Resolved
539,VH160,2021-09-27,Brake Wear,LOW,0,UNKNOWN,2021,9,Open
540,VH362,2021-09-27,Engine Warning,MEDIUM,1,C0031,2021,9,Resolved
541,VH177,2021-09-28,Overheating,LOW,0,P0420,2021,9,Open
542,VH019,2021-09-28,Engine Warning,MEDIUM,1,B0020,2021,9,Resolved
543,VH081,2021-09-29,Abs Fault,MEDIUM,1,UNKNOWN,2021,9,Resolved
544,VH180,2021-09-29,Engine Warning,MEDIUM,0,B0020,2021,9,Open
545,VH423,2021-09-30,Battery Low,HIGH,0,P0420,2021,9,Open
546,VH190,2021-09-30,Abs Fault,LOW,0,C0031,2021,9,Open
547,VH041,2021-10-01,Engine Warning,LOW,1,C0031,2021,10,Resolved
548,VH332,2021-10-01,Overheating,MEDIUM,0,C0031,2021,10,Open
549,VH148,2021-10-02,Overheating,MEDIUM,1,UNKNOWN,2021,10,Resolved
550,VH022,2021-10-02,Brake Wear,MEDIUM,1,C0031,2021,10,Resolved
551,VH237,2021-10-03,Brake Wear,MEDIUM,1,P0300,2021,10,Resolved
552,VH159,2021-10-03,Engine Warning,HIGH,1,P0420,2021,10,Resolved
553,VH098,2021-10-04,Abs Fault,HIGH,1,P0217,2021,10,Resolved
554,VH087,2021-10-04,Abs Fault,HIGH,1,UNKNOWN,2021,10,Resolved
555,VH108,2021-10-05,Oil Level Low,LOW,0,B0020,2021,10,Open
556,VH312,2021-10-05,Abs Fault,MEDIUM,1,P0420,2021,10,Resolved
557,VH275,2021-10-06,Abs Fault,MEDIUM,1,B0020,2021,10,Resolved
558,VH113,2021-10-06,Overheating,MEDIUM,1,P0420,2021,10,Resolved
559,VH322,2021-10-07,Engine Warning,HIGH,1,P0420,2021,10,Resolved
560,VH322,2021-10-07,Abs Fault,HIGH,0,B0020,2021,10,Open
561,VH294,2021-10-08,Brake Wear,HIGH,1,C0031,2021,10,Resolved
562,VH039,2021-10-08,Overheating,LOW,1,UNKNOWN,2021,10,Resolved
563,VH229,2021-10-09,Battery Low,LOW,1,B0020,2021,10,Resolved
564,VH460,2021-10-09,Abs Fault,HIGH,0,B0020,2021,10,Open
565,VH028,2021-10-10,Brake Wear,MEDIUM,0,C0031,2021,10,Open
566,VH011,2021-10-10,Abs Fault,HIGH,0,P0420,2021,10,Open
567,VH234,2021-10-11,Battery Low,LOW,0,P0217,2021,10,Open
568,VH369,2021-10-11,Overheating,HIGH,1,P0217,2021,10,Resolved
569,VH093,2021-10-12,Oil Level Low,MEDIUM,1,P0420,2021,10,Resolved
570,VH021,2021-10-12,Engine Warning,MEDIUM,0,B0020,2021,10,Open
571,VH157,2021-10-13,Engine Warning,MEDIUM,1,P0420,2021,10,Resolved
572,VH093,2021-10-13,Oil Level Low,HIGH,1,P0300,2021,10,Resolved
573,VH488,2021-10-14,Engine Warning,MEDIUM,1,P0420,2021,10,Resolved
574,VH042,2021-10-14,Abs Fault,LOW,1,P0300,2021,10,Resolved
575,VH140,2021-10-15,Abs Fault,HIGH,0,UNKNOWN,2021,10,Open
576,VH002,2021-10-15,Engine Warning,LOW,1,UNKNOWN,2021,10,Resolved
577,VH040,2021-10-16,Battery Low,LOW,1,P0217,2021,10,Resolved
578,VH102,2021-10-16,Engine Warning,HIGH,1,P0217,2021,10,Resolved
579,VH319,2021-10-17,Battery Low,LOW,1,UNKNOWN,2021,10,Resolved
580,VH161,2021-10-17,Engine Warning,HIGH,0,B0020,2021,10,Open
581,VH365,2021-10-18,Abs Fault,MEDIUM,0,P0300,2021,10,Open
582,VH430,2021-10-18,Engine Warning,MEDIUM,1,P0300,2021,10,Resolved
583,VH266,2021-10-19,Brake Wear,LOW,1,P0300,2021,10,Resolved
584,VH489,2021-10-19,Oil Level Low,MEDIUM,0,P0420,2021,10,Open
585,VH395,2021-10-20,Brake Wear,MEDIUM,1,B0020,2021,10,Resolved
586,VH016,2021-10-20,Engine Warning,MEDIUM,1,UNKNOWN,2021,10,Resolved
587,VH264,2021-10-21,Battery Low,LOW,0,P0217,2021,10,Open
588,VH047,2021-10-21,Engine Warning,MEDIUM,0,UNKNOWN,2021,10,Open
589,VH373,2021-10-22,Overheating,HIGH,1,P0420,2021,10,Resolved
590,VH174,2021-10-22,Overheating,MEDIUM,1,B0020,2021,10,Resolved
591,VH260,2021-10-23,Overheating,HIGH,0,P0217,2021,10,Open
592,VH428,2021-10-23,Overheating,MEDIUM,1,P0300,2021,10,Resolved
593,VH092,2021-10-24,Engine Warning,LOW,1,P0300,2021,10,Resolved
594,VH017,2021-10-24,Overheating,HIGH,0,UNKNOWN,2021,10,Open
595,VH338,2021-10-25,Oil Level Low,MEDIUM,1,P0300,2021,10,Resolved
596,VH245,2021-10-25,Engine Warning,MEDIUM,1,C0031,2021,10,Resolved
597,VH005,2021-10-26,Brake Wear,LOW,1,P0300,2021,10,Resolved
598,VH072,2021-10-26,Engine Warning,LOW,1,P0217,2021,10,Resolved
599,VH126,2021-10-27,Battery Low,MEDIUM,1,P0420,2021,10,Resolved
600,VH181,2021-10-27,Oil Level Low,MEDIUM,0,P0420,2021,10,Open
601,VH005,2021-10-28,Engine Warning,LOW,0,C0031,2021,10,Open
602,VH035,2021-10-28,Brake Wear,LOW,1,C0031,2021,10,Resolved
603,VH023,2021-10-29,Battery Low,MEDIUM,1,P0217,2021,10,Resolved
604,VH150,2021-10-29,Abs Fault,HIGH,0,B0020,2021,10,Open
605,VH368,2021-10-30,Battery Low,MEDIUM,1,C0031,2021,10,Resolved
606,VH117,2021-10-30,Brake Wear,LOW,0,UNKNOWN,2021,10,Open
607,VH443,2021-10-31,Abs Fault,MEDIUM,1,C0031,2021,10,Resolved
608,VH322,2021-10-31,Brake Wear,LOW,0,P0217,2021,10,Open
609,VH164,2021-11-01,Brake Wear,HIGH,0,UNKNOWN,2021,11,Open
610,VH067,2021-11-01,Brake Wear,MEDIUM,1,P0420,2021,11,Resolved
611,VH028,2021-11-02,Overheating,MEDIUM,1,P0217,2021,11,Resolved
612,VH236,2021-11-02,Oil Level Low,MEDIUM,1,P0300,2021,11,Resolved
613,VH471,2021-11-03,Brake Wear,MEDIUM,1,B0020,2021,11,Resolved
614,VH457,2021-11-03,Overheating,LOW,1,C0031,2021,11,Resolved
615,VH467,2021-11-04,Engine Warning,LOW,1,B0020,2021,11,Resolved
616,VH407,2021-11-04,Battery Low,HIGH,1,P0217,2021,11,Resolved
617,VH141,2021-11-05,Engine Warning,MEDIUM,1,P0420,2021,11,Resolved
618,VH494,2021-11-05,Engine Warning,MEDIUM,0,B0020,2021,11,Open
619,VH201,2021-11-06,Abs Fault,MEDIUM,1,C0031,2021,11,Resolved
620,VH069,2021-11-06,Overheating,MEDIUM,1,P0300,2021,11,Resolved
621,VH232,2021-11-07,Overheating,LOW,1,B0020,2021,11,Resolved
622,VH286,2021-11-07,Brake Wear,LOW,0,P0217,2021,11,Open
623,VH440,2021-11-08,Brake Wear,MEDIUM,0,UNKNOWN,2021,11,Open
624,VH060,2021-11-08,Overheating,LOW,1,P0217,2021,11,Resolved
625,VH343,2021-11-09,Oil Level Low,MEDIUM,0,B0020,2021,11,Open
626,VH097,2021-11-09,Abs Fault,LOW,0,P0217,2021,11,Open
627,VH405,2021-11-10,Abs Fault,HIGH,1,UNKNOWN,2021,11,Resolved
628,VH368,2021-11-10,Brake Wear,HIGH,1,B0020,2021,11,Resolved
629,VH333,2021-11-11,Abs Fault,HIGH,1,B0020,2021,11,Resolved
630,VH042,2021-11-11,Engine Warning,LOW,0,P0420,2021,11,Open
631,VH105,2021-11-12,Brake Wear,HIGH,1,P0217,2021,11,Resolved
632,VH304,2021-11-12,Brake Wear,MEDIUM,1,UNKNOWN,2021,11,Resolved
633,VH361,2021-11-13,Oil Level Low,MEDIUM,1,P0420,2021,11,Resolved
634,VH204,2021-11-13,Overheating,LOW,1,UNKNOWN,2021,11,Resolved
635,VH150,2021-11-14,Oil Level Low,MEDIUM,0,P0217,2021,11,Open
636,VH248,2021-11-14,Brake Wear,MEDIUM,1,P0420,2021,11,Resolved
637,VH452,2021-11-15,Oil Level Low,MEDIUM,1,P0300,2021,11,Resolved
638,VH329,2021-11-15,Abs Fault,HIGH,1,P0217,2021,11,Resolved
639,VH095,2021-11-16,Brake Wear,HIGH,1,P0420,2021,11,Resolved
640,VH050,2021-11-16,Oil Level Low,HIGH,1,UNKNOWN,2021,11,Resolved
641,VH191,2021-11-17,Battery Low,HIGH,0,P0300,2021,11,Open
642,VH176,2021-11-17,Battery Low,LOW,0,P0300,2021,11,Open
643,VH322,2021-11-18,Brake Wear,MEDIUM,0,UNKNOWN,2021,11,Open
644,VH366,2021-11-18,Oil Level Low,MEDIUM,1,P0300,2021,11,Resolved
645,VH439,2021-11-19,Brake Wear,MEDIUM,1,P0420,2021,11,Resolved
646,VH036,2021-11-19,Oil Level Low,MEDIUM,0,P0300,2021,11,Open
647,VH459,2021-11-20,Overheating,LOW,1,C0031,2021,11,Resolved
648,VH285,2021-11-20,Oil Level Low,HIGH,1,P0217,2021,11,Resolved
649,VH484,2021-11-21,Oil Level Low,LOW,1,C0031,2021,11,Resolved
650,VH098,2021-11-21,Brake Wear,MEDIUM,1,C0031,2021,11,Resolved
651,VH175,2021-11-22,Oil Level Low,LOW,1,P0217,2021,11,Resolved
652,VH121,2021-11-22,Brake Wear,HIGH,1,C0031,2021,11,Resolved
653,VH050,2021-11-23,Brake Wear,LOW,0,P0300,2021,11,Open
654,VH009,2021-11-23,Engine Warning,HIGH,1,B0020,2021,11,Resolved
655,VH076,2021-11-24,Brake Wear,MEDIUM,0,C0031,2021,11,Open
656,VH085,2021-11-24,Oil Level Low,HIGH,1,UNKNOWN,2021,11,Resolved
657,VH446,2021-11-25,Battery Low,HIGH,0,P0217,2021,11,Open
658,VH005,2021-11-25,Overheating,HIGH,1,P0420,2021,11,Resolved
659,VH007,2021-11-26,Oil Level Low,MEDIUM,1,P0420,2021,11,Resolved
660,VH428,2021-11-26,Abs Fault,HIGH,1,P0300,2021,11,Resolved
661,VH037,2021-11-27,Oil Level Low,HIGH,1,C0031,2021,11,Resolved
662,VH381,2021-11-27,Oil Level Low,LOW,1,B0020,2021,11,Resolved
663,VH246,2021-11-28,Engine Warning,HIGH,1,P0420,2021,11,Resolved
664,VH499,2021-11-28,Battery Low,HIGH,1,B0020,2021,11,Resolved
665,VH003,2021-11-29,Oil Level Low,HIGH,0,UNKNOWN,2021,11,Open
666,VH143,2021-11-29,Abs Fault,MEDIUM,1,UNKNOWN,2021,11,Resolved
667,VH083,2021-11-30,Brake Wear,HIGH,0,UNKNOWN,2021,11,Open
668,VH369,2021-11-30,Battery Low,LOW,1,P0217,2021,11,Resolved
669,VH259,2021-12-01,Battery Low,LOW,1,P0217,2021,12,Resolved
670,VH340,2021-12-01,Oil Level Low,MEDIUM,1,P0300,2021,12,Resolved
671,VH335,2021-12-02,Brake Wear,MEDIUM,0,UNKNOWN,2021,12,Open
672,VH102,2021-12-02,Battery Low,LOW,1,B0020,2021,12,Resolved
673,VH203,2021-12-03,Overheating,LOW,0,UNKNOWN,2021,12,Open
