fuel_id,vehicle_id,fill_date,fuel_type,litres,km_driven,cost_inr,station,km_per_litre,fill_year,fill_month,cost_per_km
1285,VH238,2021-09-25,Diesel,50.23,403.0,4159.45,Indian Oil,8.02,2021,9,10.32
1286,VH089,2021-09-25,Petrol,18.66,527.8,3901.94,Reliance,28.29,2021,9,7.39
1287,VH246,2021-09-25,CNG,47.12,577.4,1760.6,Reliance,12.25,2021,9,3.05
1288,VH400,2021-09-26,Petrol,22.43,481.3,5981.66,HP,21.46,2021,9,12.43
1289,VH179,2021-09-26,CNG,48.32,521.2,5915.75,HP,10.79,2021,9,11.35
1290,VH380,2021-09-26,Petrol,21.36,306.8,3859.58,Shell,14.36,2021,9,12.58
1291,VH464,2021-09-26,Petrol,52.46,496.3,2437.57,HP,9.46,2021,9,4.91
1292,VH231,2021-09-26,Diesel,45.65,452.0,2323.24,HP,9.9,2021,9,5.14
1293,VH099,2021-09-27,Petrol,32.37,414.0,1756.72,HP,12.79,2021,9,4.24
1294,VH215,2021-09-27,CNG,31.15,405.2,4253.37,Shell,13.01,2021,9,10.5
1295,VH200,2021-09-27,Petrol,21.7,355.5,3652.06,Indian Oil,16.38,2021,9,10.27
1296,VH256,2021-09-27,Petrol,55.68,352.7,3373.4,BPCL,6.33,2021,9,9.56
1297,VH437,2021-09-28,Petrol,20.33,549.9,3863.46,Indian Oil,27.05,2021,9,7.03
1298,VH494,2021-09-28,Petrol,36.24,478.9,5427.84,Indian Oil,13.21,2021,9,11.33
1299,VH436,2021-09-28,Diesel,25.64,215.0,1818.23,Indian Oil,8.39,2021,9,8.46
1301,VH380,2021-09-28,Petrol,41.36,485.1,4654.58,BPCL,11.73,2021,9,9.6
1302,VH024,2021-09-29,Petrol,21.73,623.1,5868.1,BPCL,28.67,2021,9,9.42
1304,VH470,2021-09-29,Petrol,59.62,453.6,3966.52,Reliance,7.61,2021,9,8.74
1305,VH270,2021-09-29,Diesel,42.23,625.6,4950.46,HP,14.81,2021,9,7.91
1306,VH278,2021-09-29,Diesel,35.58,202.2,5986.76,Reliance,5.68,2021,9,29.61
1307,VH226,2021-09-30,Diesel,28.2,337.9,5499.3,Shell,11.98,2021,9,16.27
1308,VH228,2021-09-30,CNG,19.15,660.0,1900.93,Reliance,34.46,2021,9,2.88
1309,VH128,2021-09-30,CNG,25.27,240.7,4086.73,HP,9.53,2021,9,16.98
1310,VH031,2021-09-30,Diesel,39.91,503.5,5039.13,Reliance,12.62,2021,9,10.01
1311,VH341,2021-09-30,Petrol,48.92,453.7,4523.44,Shell,9.27,2021,9,9.97
1312,VH251,2021-10-01,CNG,37.39,275.8,3376.36,Reliance,7.38,2021,10,12.24
1314,VH325,2021-10-01,Petrol,20.65,451.3,4321.52,BPCL,21.85,2021,10,9.58
1315,VH147,2021-10-01,Diesel,49.81,567.6,3355.66,Shell,11.4,2021,10,5.91
1316,VH106,2021-10-01,CNG,41.17,288.6,3263.99,Shell,7.01,2021,10,11.31
1317,VH437,2021-10-02,Diesel,36.11,545.7,5265.34,Shell,15.11,2021,10,9.65
1318,VH085,2021-10-02,Petrol,40.77,473.2,2920.45,Indian Oil,11.61,2021,10,6.17
1319,VH002,2021-10-02,CNG,15.36,378.9,4402.16,Indian Oil,24.67,2021,10,11.62
1320,VH437,2021-10-02,CNG,18.05,532.2,5430.45,BPCL,29.48,2021,10,10.2
1321,VH451,2021-10-03,Petrol,38.66,296.0,4297.97,HP,7.66,2021,10,14.52
1322,VH303,2021-10-03,CNG,22.81,428.5,3717.54,BPCL,18.79,2021,10,8.68
1323,VH371,2021-10-03,CNG,39.55,474.7,1658.86,Shell,12.0,2021,10,3.49
1324,VH053,2021-10-03,Petrol,30.94,429.3,4567.08,Shell,13.88,2021,10,10.64
1325,VH441,2021-10-03,Diesel,55.83,398.8,5988.87,Shell,7.14,2021,10,15.02
1326,VH222,2021-10-04,Petrol,57.74,570.5,5137.94,BPCL,9.88,2021,10,9.01
1327,VH482,2021-10-04,Diesel,59.09,528.1,4355.1,HP,8.94,2021,10,8.25
1328,VH025,2021-10-04,CNG,55.45,519.7,3611.15,HP,9.37,2021,10,6.95
1329,VH035,2021-10-04,Diesel,59.37,645.9,2509.46,BPCL,10.88,2021,10,3.89
1330,VH157,2021-10-04,Petrol,46.78,696.8,4614.49,Shell,14.9,2021,10,6.62
1331,VH460,2021-10-05,CNG,58.22,483.6,2297.86,BPCL,8.31,2021,10,4.75
1332,VH343,2021-10-05,CNG,43.88,374.1,5491.72,BPCL,8.53,2021,10,14.68
1333,VH476,2021-10-05,Petrol,51.41,589.4,3092.95,Reliance,11.46,2021,10,5.25
1334,VH366,2021-10-05,CNG,20.94,271.0,3299.08,Reliance,12.94,2021,10,12.17
1335,VH145,2021-10-05,Petrol,45.72,456.5,2472.19,Indian Oil,9.98,2021,10,5.42
1336,VH336,2021-10-06,Petrol,56.9,462.3,3667.48,Indian Oil,8.12,2021,10,7.93
1337,VH433,2021-10-06,Diesel,39.3,691.7,4562.05,BPCL,17.6,2021,10,6.6
1338,VH440,2021-10-06,Diesel,23.41,695.5,2862.51,Reliance,29.71,2021,10,4.12
1339,VH457,2021-10-06,Diesel,38.71,599.6,4658.27,Shell,15.49,2021,10,7.77
1340,VH387,2021-10-06,Petrol,46.81,436.5,4292.62,Indian Oil,9.32,2021,10,9.83
1341,VH278,2021-10-07,Petrol,49.64,473.6,3175.75,Shell,9.54,2021,10,6.71
1342,VH479,2021-10-07,CNG,38.57,359.9,2907.62,Shell,9.33,2021,10,8.08
1343,VH398,2021-10-07,Petrol,24.78,614.9,5375.98,Indian Oil,24.81,2021,10,8.74
1344,VH387,2021-10-07,Petrol,56.7,573.3,1553.71,BPCL,10.11,2021,10,2.71
1345,VH294,2021-10-08,Diesel,49.81,585.7,4721.58,Reliance,11.76,2021,10,8.06
1346,VH343,2021-10-08,Diesel,27.18,269.3,3377.64,Indian Oil,9.91,2021,10,12.54
1347,VH277,2021-10-08,Petrol,51.53,399.3,4729.61,HP,7.75,2021,10,11.84
1348,VH179,2021-10-08,Petrol,30.65,468.7,3783.81,HP,15.29,2021,10,8.07
1349,VH280,2021-10-08,CNG,29.06,262.3,1877.37,Shell,9.03,2021,10,7.16
1350,VH352,2021-10-09,CNG,53.84,384.3,5919.24,HP,7.14,2021,10,15.4
1352,VH197,2021-10-09,Diesel,32.93,679.4,2212.96,Reliance,20.63,2021,10,3.26
1354,VH428,2021-10-09,Diesel,23.4,510.4,5750.81,Indian Oil,21.81,2021,10,11.27
1355,VH047,2021-10-10,Petrol,55.92,302.4,2818.83,Reliance,5.41,2021,10,9.32
1356,VH185,2021-10-10,Diesel,55.44,367.1,4058.98,Shell,6.62,2021,10,11.06
1357,VH403,2021-10-10,Diesel,35.4,272.2,3846.46,BPCL,7.69,2021,10,14.13
1358,VH162,2021-10-10,Diesel,37.39,468.1,2985.66,HP,12.52,2021,10,6.38
1359,VH131,2021-10-10,CNG,37.39,610.3,4633.5,Reliance,16.32,2021,10,7.59
1361,VH092,2021-10-11,Diesel,29.61,251.7,4102.29,BPCL,8.5,2021,10,16.3
1362,VH075,2021-10-11,Petrol,38.02,314.7,2445.7,Shell,8.28,2021,10,7.77
1363,VH444,2021-10-11,Petrol,47.9,557.0,5669.47,HP,11.63,2021,10,10.18
1364,VH138,2021-10-11,Diesel,24.43,647.0,1997.57,Shell,26.48,2021,10,3.09
1365,VH168,2021-10-12,Diesel,26.42,576.5,4606.21,BPCL,21.82,2021,10,7.99
1366,VH258,2021-10-12,Diesel,31.11,462.5,5486.53,Shell,14.87,2021,10,11.86
1367,VH238,2021-10-12,Diesel,44.44,252.6,1878.09,BPCL,5.68,2021,10,7.44
1368,VH045,2021-10-12,Diesel,51.79,577.5,1629.38,Indian Oil,11.15,2021,10,2.82
1369,VH487,2021-10-13,CNG,39.6,252.8,2999.19,HP,6.38,2021,10,11.86
1370,VH411,2021-10-13,Diesel,20.98,373.8,5054.77,HP,17.82,2021,10,13.52
1371,VH309,2021-10-13,Petrol,35.08,354.0,4728.15,BPCL,10.09,2021,10,13.36
1372,VH137,2021-10-13,Petrol,20.75,379.6,5199.71,BPCL,18.29,2021,10,13.7
1373,VH103,2021-10-13,CNG,18.97,364.8,3288.74,Reliance,19.23,2021,10,9.02
1374,VH129,2021-10-14,Petrol,41.53,584.6,5971.92,BPCL,14.08,2021,10,10.22
1375,VH161,2021-10-14,Petrol,37.39,285.9,3147.48,BPCL,7.65,2021,10,11.01
1376,VH038,2021-10-14,Petrol,52.69,622.9,5124.22,Shell,11.82,2021,10,8.23
1377,VH057,2021-10-14,Petrol,49.85,629.1,3078.63,Shell,12.62,2021,10,4.89
1378,VH161,2021-10-14,Diesel,47.72,445.5,2483.0,HP,9.34,2021,10,5.57
1380,VH259,2021-10-15,Diesel,48.88,487.7,2367.05,Shell,9.98,2021,10,4.85
1381,VH288,2021-10-15,Petrol,43.21,610.5,2081.0,HP,14.13,2021,10,3.41
1382,VH461,2021-10-15,Diesel,31.41,344.7,3137.84,Indian Oil,10.97,2021,10,9.1
1383,VH405,2021-10-15,Diesel,19.54,618.9,2160.57,Reliance,31.67,2021,10,3.49
1384,VH324,2021-10-16,Diesel,35.75,538.5,3760.48,Shell,15.06,2021,10,6.98
1385,VH145,2021-10-16,Diesel,56.62,693.6,1659.36,Indian Oil,12.25,2021,10,2.39
1386,VH426,2021-10-16,Petrol,41.24,612.4,3440.97,Reliance,14.85,2021,10,5.62
1387,VH068,2021-10-16,Diesel,23.3,300.8,5811.02,HP,12.91,2021,10,19.32
1388,VH340,2021-10-16,Petrol,44.21,424.5,3114.8,Shell,9.6,2021,10,7.34
1389,VH268,2021-10-17,Petrol,35.95,251.8,2119.39,Shell,7.0,2021,10,8.42
1391,VH301,2021-10-17,CNG,22.24,553.0,5060.75,Shell,24.87,2021,10,9.15
1392,VH164,2021-10-17,CNG,47.04,656.5,2911.47,Shell,13.96,2021,10,4.43
1393,VH336,2021-10-18,CNG,45.67,686.8,3225.73,Indian Oil,15.04,2021,10,4.7
1394,VH179,2021-10-18,CNG,59.26,335.2,5049.54,Indian Oil,5.66,2021,10,15.06
1395,VH391,2021-10-18,Diesel,40.42,300.9,2672.52,Shell,7.44,2021,10,8.88
1396,VH417,2021-10-18,Petrol,54.22,480.1,3652.31,Reliance,8.85,2021,10,7.61
1397,VH048,2021-10-18,CNG,16.11,300.4,1784.26,HP,18.65,2021,10,5.94
1398,VH194,2021-10-19,CNG,20.53,348.0,2283.32,Indian Oil,16.95,2021,10,6.56
1399,VH289,2021-10-19,Petrol,30.57,618.6,2442.51,Reliance,20.24,2021,10,3.95
1400,VH206,2021-10-19,Diesel,42.87,605.2,3586.12,Shell,14.12,2021,10,5.93
1401,VH084,2021-10-19,Petrol,35.21,647.5,5194.41,BPCL,18.39,2021,10,8.02
1402,VH101,2021-10-19,CNG,24.12,441.1,3095.3,Indian Oil,18.29,2021,10,7.02
1403,VH155,2021-10-20,Diesel,41.51,482.0,3212.19,Indian Oil,11.61,2021,10,6.66
1404,VH047,2021-10-20,Petrol,40.5,585.3,2854.52,BPCL,14.45,2021,10,4.88
1405,VH234,2021-10-20,Petrol,38.6,319.6,2942.21,Shell,8.28,2021,10,9.21
1406,VH341,2021-10-20,CNG,19.08,611.5,3315.77,Indian Oil,32.05,2021,10,5.42
1407,VH450,2021-10-20,Diesel,56.72,452.0,5547.31,Shell,7.97,2021,10,12.27
1408,VH299,2021-10-21,Petrol,41.65,598.8,1609.69,Reliance,14.38,2021,10,2.69
1409,VH336,2021-10-21,Diesel,26.88,588.0,4310.63,Indian Oil,21.88,2021,10,7.33
1410,VH147,2021-10-21,Petrol,45.93,350.9,5494.57,Shell,7.64,2021,10,15.66
1411,VH196,2021-10-21,Petrol,29.31,564.0,3376.32,Reliance,19.24,2021,10,5.99
1412,VH394,2021-10-21,Diesel,37.39,307.0,4429.11,Indian Oil,8.21,2021,10,14.43
1413,VH022,2021-10-22,Diesel,30.35,488.1,4135.72,HP,16.08,2021,10,8.47
1414,VH460,2021-10-22,Petrol,37.39,550.3,3023.84,Shell,14.72,2021,10,5.49
1415,VH194,2021-10-22,Diesel,59.73,557.3,2118.38,Reliance,9.33,2021,10,3.8
1416,VH386,2021-10-22,Petrol,22.25,691.5,2488.28,HP,31.08,2021,10,3.6
1417,VH489,2021-10-23,CNG,16.06,291.0,1758.5,Shell,18.12,2021,10,6.04
1418,VH364,2021-10-23,Petrol,24.87,440.4,4941.27,Indian Oil,17.71,2021,10,11.22
1419,VH354,2021-10-23,Petrol,37.39,640.1,3897.63,Shell,17.12,2021,10,6.09
1420,VH274,2021-10-23,Petrol,22.83,480.8,5035.35,Reliance,21.06,2021,10,10.47
1421,VH384,2021-10-23,Petrol,51.52,638.2,2805.88,Indian Oil,12.39,2021,10,4.4
1422,VH208,2021-10-24,Petrol,33.39,417.0,5121.02,Indian Oil,12.49,2021,10,12.28
1423,VH275,2021-10-24,Petrol,42.47,597.7,2891.42,Indian Oil,14.07,2021,10,4.84
1424,VH495,2021-10-24,Diesel,35.5,635.0,2046.0,BPCL,17.89,2021,10,3.22
1425,VH217,2021-10-24,Petrol,55.65,623.2,3902.15,Reliance,11.2,2021,10,6.26
1427,VH496,2021-10-25,CNG,47.82,309.8,3364.77,Indian Oil,6.48,2021,10,10.86
1428,VH390,2021-10-25,Petrol,44.35,419.5,3819.25,Reliance,9.46,2021,10,9.1
1429,VH027,2021-10-25,Diesel,44.23,287.3,3530.8,BPCL,6.5,2021,10,12.29
1430,VH015,2021-10-25,Petrol,33.63,290.3,3558.46,BPCL,8.63,2021,10,12.26
1431,VH159,2021-10-25,Petrol,15.71,443.9,2464.6,Indian Oil,28.26,2021,10,5.55
1432,VH428,2021-10-26,Diesel,46.02,680.0,3401.17,Reliance,14.78,2021,10,5.0
1433,VH214,2021-10-26,Petrol,52.33,496.0,3736.05,BPCL,9.48,2021,10,7.53
1434,VH460,2021-10-26,CNG,18.84,452.0,4851.86,Indian Oil,23.99,2021,10,10.73
1435,VH394,2021-10-26,Petrol,34.87,668.6,2129.24,Shell,19.17,2021,10,3.18
1436,VH405,2021-10-26,Diesel,22.32,243.3,4072.26,Shell,10.9,2021,10,16.74
1437,VH431,2021-10-27,Diesel,42.49,281.0,4479.87,Shell,6.61,2021,10,15.94
1438,VH439,2021-10-27,Petrol,37.39,345.4,3222.57,HP,9.24,2021,10,9.33
1439,VH379,2021-10-27,Diesel,45.0,508.4,3971.24,Reliance,11.3,2021,10,7.81
1440,VH351,2021-10-27,Diesel,29.31,230.9,4698.34,Shell,7.88,2021,10,20.35
1441,VH164,2021-10-28,Diesel,21.29,593.3,3592.96,BPCL,27.87,2021,10,6.06
1443,VH330,2021-10-28,Petrol,29.58,279.2,5211.16,Shell,9.44,2021,10,18.66
1444,VH058,2021-10-28,Diesel,16.0,390.9,5949.68,Indian Oil,24.43,2021,10,15.22
1445,VH147,2021-10-28,Petrol,40.71,478.9,2474.86,BPCL,11.76,2021,10,5.17
1446,VH471,2021-10-29,Petrol,26.1,640.8,5502.28,HP,24.55,2021,10,8.59
1447,VH448,2021-10-29,Petrol,52.85,681.9,3954.43,HP,12.9,2021,10,5.8
1448,VH256,2021-10-29,CNG,21.45,642.3,3515.65,BPCL,29.94,2021,10,5.47
1449,VH110,2021-10-29,Petrol,37.39,253.5,5519.23,Shell,6.78,2021,10,21.77
1450,VH394,2021-10-29,Petrol,26.39,515.6,5596.52,Indian Oil,19.54,2021,10,10.85
1451,VH049,2021-10-30,Petrol,46.03,420.9,2726.96,Indian Oil,9.14,2021,10,6.48
1452,VH182,2021-10-30,Petrol,39.68,262.9,3112.68,Indian Oil,6.63,2021,10,11.84
1453,VH061,2021-10-30,Petrol,50.59,477.6,5333.66,HP,9.44,2021,10,11.17
1454,VH443,2021-10-30,Petrol,35.64,378.3,3708.71,Shell,10.61,2021,10,9.8
1455,VH475,2021-10-30,Petrol,37.39,372.9,2796.13,BPCL,9.97,2021,10,7.5
1456,VH235,2021-10-31,Petrol,24.68,247.2,5829.79,Reliance,10.02,2021,10,23.58
1457,VH242,2021-10-31,Diesel,59.96,689.4,2476.67,Indian Oil,11.5,2021,10,3.59
1458,VH130,2021-10-31,CNG,33.24,563.0,4246.52,BPCL,16.94,2021,10,7.54
1459,VH331,2021-10-31,Petrol,42.91,340.2,3425.62,BPCL,7.93,2021,10,10.07
1460,VH264,2021-10-31,Diesel,55.72,658.7,3530.86,Indian Oil,11.82,2021,10,5.36
1462,VH208,2021-11-01,Diesel,44.68,605.2,2657.12,HP,13.55,2021,11,4.39
1463,VH452,2021-11-01,Petrol,27.98,529.7,2251.49,HP,18.93,2021,11,4.25
1464,VH142,2021-11-01,Diesel,27.57,388.2,4873.31,Shell,14.08,2021,11,12.55
1465,VH022,2021-11-02,CNG,25.12,417.2,4639.85,HP,16.61,2021,11,11.12
1466,VH017,2021-11-02,Diesel,52.02,427.5,5073.47,BPCL,8.22,2021,11,11.87
1467,VH363,2021-11-02,Diesel,31.78,674.4,4646.68,HP,21.22,2021,11,6.89
1468,VH319,2021-11-02,Diesel,18.02,452.0,2079.2,Shell,25.08,2021,11,4.6
1469,VH122,2021-11-02,Petrol,19.36,346.0,5903.66,BPCL,17.87,2021,11,17.06
1470,VH282,2021-11-03,Diesel,21.69,512.3,2348.33,BPCL,23.62,2021,11,4.58
1471,VH227,2021-11-03,Petrol,55.45,497.0,3077.02,Reliance,8.96,2021,11,6.19
1472,VH420,2021-11-03,Petrol,34.23,606.1,4680.95,Indian Oil,17.71,2021,11,7.72
1474,VH301,2021-11-03,Diesel,51.79,550.6,2267.28,Indian Oil,10.63,2021,11,4.12
1475,VH497,2021-11-04,Petrol,52.7,365.6,5444.59,Shell,6.94,2021,11,14.89
1476,VH286,2021-11-04,Diesel,27.91,264.8,2994.07,HP,9.49,2021,11,11.31
1477,VH116,2021-11-04,Diesel,27.21,565.9,4495.13,Indian Oil,20.8,2021,11,7.94
1478,VH149,2021-11-04,Petrol,40.2,365.8,5364.37,HP,9.1,2021,11,14.66
1479,VH404,2021-11-04,Petrol,37.39,565.1,5879.4,Indian Oil,15.11,2021,11,10.4
1480,VH170,2021-11-05,CNG,37.91,281.2,2446.29,Reliance,7.42,2021,11,8.7
1482,VH119,2021-11-05,Petrol,58.72,601.7,4833.32,Shell,10.25,2021,11,8.03
1483,VH184,2021-11-05,Petrol,17.62,344.6,2346.91,Shell,19.56,2021,11,6.81
1484,VH396,2021-11-05,Petrol,23.05,570.3,4110.86,HP,24.74,2021,11,7.21
1485,VH264,2021-11-06,Petrol,45.52,267.9,3896.9,Shell,5.89,2021,11,14.55
1486,VH227,2021-11-06,Petrol,22.0,526.7,4019.65,BPCL,23.94,2021,11,7.63
1487,VH093,2021-11-06,CNG,19.81,229.8,4424.07,Shell,11.6,2021,11,19.25
1488,VH117,2021-11-06,CNG,21.91,366.7,5329.01,Reliance,16.74,2021,11,14.53
1490,VH447,2021-11-07,Petrol,26.31,260.5,3998.6,HP,9.9,2021,11,15.35
1491,VH312,2021-11-07,Petrol,27.2,498.7,3015.08,Shell,18.33,2021,11,6.05
1492,VH391,2021-11-07,Diesel,37.44,235.3,2934.3,HP,6.28,2021,11,12.47
1493,VH318,2021-11-07,Diesel,34.74,534.7,1591.89,Indian Oil,15.39,2021,11,2.98
1494,VH121,2021-11-08,Petrol,36.32,339.3,4197.31,BPCL,9.34,2021,11,12.37
1495,VH317,2021-11-08,Diesel,42.72,355.0,5876.28,HP,8.31,2021,11,16.55
1496,VH138,2021-11-08,Diesel,25.39,368.9,4925.65,HP,14.53,2021,11,13.35
1497,VH231,2021-11-08,Diesel,21.06,302.6,2592.57,HP,14.37,2021,11,8.57
1498,VH306,2021-11-08,Diesel,54.55,670.8,4722.56,HP,12.3,2021,11,7.04
1499,VH148,2021-11-09,Diesel,43.53,652.9,2837.87,Reliance,15.0,2021,11,4.35
1502,VH332,2021-11-09,Petrol,46.19,316.7,3004.48,BPCL,6.86,2021,11,9.49
1503,VH008,2021-11-09,Petrol,21.83,506.1,1509.84,HP,23.18,2021,11,2.98
1504,VH391,2021-11-10,Petrol,58.61,685.2,2872.58,Reliance,11.69,2021,11,4.19
1505,VH005,2021-11-10,Petrol,31.44,502.4,2426.35,Indian Oil,15.98,2021,11,4.83
1506,VH257,2021-11-10,CNG,59.3,363.6,4283.77,HP,6.13,2021,11,11.78
1507,VH367,2021-11-10,Petrol,19.65,608.7,2805.33,HP,30.98,2021,11,4.61
1508,VH329,2021-11-10,CNG,22.2,267.7,1662.21,Shell,12.06,2021,11,6.21
1509,VH492,2021-11-11,Petrol,44.58,452.0,3891.01,BPCL,10.14,2021,11,8.61
1512,VH235,2021-11-11,Petrol,50.64,273.8,3193.34,Shell,5.41,2021,11,11.66
1513,VH362,2021-11-12,Diesel,22.55,474.8,2303.32,Reliance,21.06,2021,11,4.85
1514,VH010,2021-11-12,Petrol,56.35,492.5,3243.22,Reliance,8.74,2021,11,6.59
1515,VH242,2021-11-12,Diesel,34.17,297.5,2989.14,Reliance,8.71,2021,11,10.05
1516,VH442,2021-11-12,Petrol,54.31,473.4,5977.15,Indian Oil,8.72,2021,11,12.63
1517,VH321,2021-11-12,Diesel,33.8,523.3,1637.11,Shell,15.48,2021,11,3.13
1518,VH188,2021-11-13,Petrol,38.86,364.5,2574.82,Shell,9.38,2021,11,7.06
1519,VH404,2021-11-13,Diesel,29.24,357.8,1808.83,Reliance,12.24,2021,11,5.06
1520,VH314,2021-11-13,Diesel,44.61,230.1,5358.38,Reliance,5.16,2021,11,23.29
1521,VH427,2021-11-13,Petrol,29.32,678.4,3377.89,Reliance,23.14,2021,11,4.98
1522,VH413,2021-11-13,Petrol,37.39,601.8,5083.21,Shell,16.1,2021,11,8.45
1523,VH002,2021-11-14,Diesel,18.65,579.7,4614.69,Reliance,31.08,2021,11,7.96
1524,VH154,2021-11-14,CNG,17.6,210.9,5676.14,BPCL,11.98,2021,11,26.91
1525,VH203,2021-11-14,Petrol,28.77,512.2,1606.94,Reliance,17.8,2021,11,3.14
1526,VH217,2021-11-14,Diesel,48.14,290.3,2433.05,BPCL,6.03,2021,11,8.38
1527,VH482,2021-11-14,Diesel,24.25,530.9,4659.15,HP,21.89,2021,11,8.78
1528,VH315,2021-11-15,Diesel,28.47,510.6,4133.51,HP,17.93,2021,11,8.1
1529,VH105,2021-11-15,CNG,55.73,626.0,4625.97,Shell,11.23,2021,11,7.39
1530,VH001,2021-11-15,Diesel,43.76,327.7,4089.66,Indian Oil,7.49,2021,11,12.48
1532,VH287,2021-11-15,Diesel,56.01,657.1,5696.58,Shell,11.73,2021,11,8.67
1534,VH278,2021-11-16,Diesel,57.98,427.9,1670.99,BPCL,7.38,2021,11,3.91
1535,VH194,2021-11-16,CNG,17.3,239.0,3361.51,BPCL,13.82,2021,11,14.06
1536,VH431,2021-11-16,Diesel,56.65,449.0,3797.57,Reliance,7.93,2021,11,8.46
1537,VH257,2021-11-17,Petrol,39.6,462.0,3110.57,HP,11.67,2021,11,6.73
1538,VH250,2021-11-17,Petrol,38.99,610.9,1723.01,BPCL,15.67,2021,11,2.82
1539,VH248,2021-11-17,Diesel,47.1,558.6,3625.34,Indian Oil,11.86,2021,11,6.49
1541,VH434,2021-11-17,Petrol,42.77,552.7,1824.95,Reliance,12.92,2021,11,3.3
1542,VH420,2021-11-18,Petrol,34.14,267.9,5175.05,BPCL,7.85,2021,11,19.32
1543,VH253,2021-11-18,Diesel,20.04,244.7,2380.44,BPCL,12.21,2021,11,9.73
1544,VH429,2021-11-18,Diesel,50.51,399.3,4095.58,BPCL,7.91,2021,11,10.26
1545,VH164,2021-11-18,Diesel,20.77,238.7,3241.64,HP,11.49,2021,11,13.58
1546,VH495,2021-11-18,CNG,47.69,614.6,3070.54,BPCL,12.89,2021,11,5.0
1547,VH162,2021-11-19,Petrol,37.39,431.6,5416.86,Shell,11.54,2021,11,12.55
1548,VH265,2021-11-19,CNG,32.36,493.5,5880.64,BPCL,15.25,2021,11,11.92
1549,VH460,2021-11-19,Diesel,42.58,488.4,3240.0,Indian Oil,11.47,2021,11,6.63
1550,VH110,2021-11-19,CNG,49.76,689.1,4382.0,BPCL,13.85,2021,11,6.36
1551,VH340,2021-11-19,Petrol,57.35,657.9,4003.86,Reliance,11.47,2021,11,6.09
1552,VH388,2021-11-20,Petrol,26.91,624.6,1846.15,Reliance,23.21,2021,11,2.96
1553,VH207,2021-11-20,Diesel,57.62,391.6,1685.22,Indian Oil,6.8,2021,11,4.3
1555,VH132,2021-11-20,Diesel,51.61,495.9,3275.4,HP,9.61,2021,11,6.6
1556,VH133,2021-11-20,Diesel,54.66,420.2,2884.08,Shell,7.69,2021,11,6.86
1557,VH394,2021-11-21,Petrol,46.16,312.8,5935.12,Shell,6.78,2021,11,18.97
1558,VH108,2021-11-21,Diesel,16.76,248.8,1883.53,HP,14.84,2021,11,7.57
1559,VH172,2021-11-21,Diesel,40.88,418.0,2710.78,Reliance,10.23,2021,11,6.49
1560,VH040,2021-11-21,Diesel,48.62,525.4,5355.61,Indian Oil,10.81,2021,11,10.19
1561,VH292,2021-11-22,Diesel,57.38,452.0,3367.49,Indian Oil,7.88,2021,11,7.45
1562,VH035,2021-11-22,Petrol,40.67,587.0,4129.11,Shell,14.43,2021,11,7.03
1563,VH059,2021-11-22,Diesel,50.74,433.3,1717.72,Indian Oil,8.54,2021,11,3.96
1564,VH193,2021-11-22,Diesel,46.73,360.8,5641.31,HP,7.72,2021,11,15.64
1565,VH210,2021-11-22,CNG,27.64,469.4,2116.13,Shell,16.98,2021,11,4.51
1566,VH372,2021-11-23,Diesel,21.96,687.5,2460.15,BPCL,31.31,2021,11,3.58
1568,VH174,2021-11-23,CNG,25.52,464.3,3738.75,HP,18.19,2021,11,8.05
1569,VH305,2021-11-23,Petrol,26.01,364.6,5175.84,Indian Oil,14.02,2021,11,14.2
1570,VH390,2021-11-23,Petrol,43.98,252.7,2701.15,Indian Oil,5.75,2021,11,10.69
1571,VH198,2021-11-24,Diesel,50.51,417.3,2140.44,Indian Oil,8.26,2021,11,5.13
1572,VH106,2021-11-24,Petrol,37.39,520.6,3344.65,BPCL,13.92,2021,11,6.42
1573,VH275,2021-11-24,Petrol,54.82,464.1,5917.45,HP,8.47,2021,11,12.75
1574,VH096,2021-11-24,CNG,24.51,214.6,1549.76,Reliance,8.76,2021,11,7.22
1575,VH170,2021-11-24,Diesel,26.36,489.6,3767.99,Shell,18.57,2021,11,7.7
1576,VH030,2021-11-25,Petrol,43.66,316.0,4512.16,Indian Oil,7.24,2021,11,14.28
1577,VH282,2021-11-25,Petrol,52.32,370.7,5130.24,Indian Oil,7.09,2021,11,13.84
1578,VH387,2021-11-25,Petrol,39.27,356.1,4857.86,HP,9.07,2021,11,13.64
1581,VH415,2021-11-26,CNG,51.61,374.0,1854.37,BPCL,7.25,2021,11,4.96
1582,VH111,2021-11-26,Diesel,27.44,397.4,4289.35,BPCL,14.48,2021,11,10.79
1583,VH212,2021-11-26,Petrol,17.44,509.4,1846.64,Reliance,29.21,2021,11,3.63
1584,VH196,2021-11-26,Petrol,38.31,594.5,1717.87,BPCL,15.52,2021,11,2.89
1585,VH096,2021-11-27,Diesel,16.9,563.8,2877.13,Reliance,33.36,2021,11,5.1
1586,VH338,2021-11-27,Petrol,33.72,452.0,5724.74,Shell,13.4,2021,11,12.67
1587,VH138,2021-11-27,Diesel,15.8,296.2,4694.98,BPCL,18.75,2021,11,15.85
1588,VH278,2021-11-27,CNG,25.12,655.9,1518.12,Shell,26.11,2021,11,2.31
1589,VH447,2021-11-27,Petrol,32.5,407.1,2781.28,BPCL,12.53,2021,11,6.83
